{'date': '2017-06-22 21:30', 'home': 'changnin', 'temperature': '26.80', 'humidity': '99.90'}
{'date': '2017-12-28 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '54.70'}
{'date': '2017-12-28 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '62.80'}
{'date': '2017-12-28 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '62.60'}
{'date': '2017-12-28 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '61.60'}
{'date': '2017-12-28 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '58.00'}
{'date': '2017-12-28 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '58.00'}
{'date': '2017-12-28 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '57.10'}
{'date': '2017-12-28 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '55.60'}
{'date': '2017-12-28 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '56.00'}
{'date': '2017-12-28 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.90', 'humidity': '56.10'}
{'date': '2017-12-28 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.90', 'humidity': '56.00'}
{'date': '2017-12-28 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.90', 'humidity': '56.70'}
{'date': '2017-12-28 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.70', 'humidity': '54.20'}
{'date': '2017-12-28 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.50', 'humidity': '54.30'}
{'date': '2017-12-28 18:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.40', 'humidity': '54.20'}
{'date': '2017-12-28 18:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.50', 'humidity': '56.60'}
{'date': '2017-12-28 19:00', 'home': '', 'ch2o': 0.0045, 'temperature': '15.50', 'humidity': '62.60'}
{'date': '2017-12-28 19:30', 'home': '', 'ch2o': 0.0158, 'temperature': '15.50', 'humidity': '62.50'}
{'date': '2017-12-28 20:00', 'home': '', 'ch2o': 0.0049, 'temperature': '15.70', 'humidity': '71.60'}
{'date': '2017-12-28 20:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.50', 'humidity': '60.00'}
{'date': '2017-12-28 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.50', 'humidity': '61.60'}
{'date': '2017-12-28 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.50', 'humidity': '61.60'}
{'date': '2017-12-28 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.30', 'humidity': '63.70'}
{'date': '2017-12-28 22:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '62.80'}
{'date': '2017-12-28 23:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '61.60'}
{'date': '2017-12-28 23:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '62.60'}
{'date': '2017-12-29 00:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '64.00'}
{'date': '2017-12-29 00:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '67.10'}
{'date': '2017-12-29 01:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '67.10'}
{'date': '2017-12-29 01:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '69.10'}
{'date': '2017-12-29 02:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '70.40'}
{'date': '2017-12-29 02:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '70.20'}
{'date': '2017-12-29 03:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '69.60'}
{'date': '2017-12-29 03:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '68.90'}
{'date': '2017-12-29 04:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '69.00'}
{'date': '2017-12-29 04:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '70.10'}
{'date': '2017-12-29 05:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '72.30'}
{'date': '2017-12-29 05:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '72.50'}
{'date': '2017-12-29 06:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '72.50'}
{'date': '2017-12-29 06:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '73.10'}
{'date': '2017-12-29 07:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '73.20'}
{'date': '2017-12-29 07:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.90', 'humidity': '68.90'}
{'date': '2017-12-29 08:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '68.80'}
{'date': '2017-12-29 08:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '72.10'}
{'date': '2017-12-29 09:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '72.00'}
{'date': '2017-12-29 09:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '72.40'}
{'date': '2017-12-29 10:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '68.90'}
{'date': '2017-12-29 10:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '64.80'}
{'date': '2017-12-29 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '66.40'}
{'date': '2017-12-29 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '62.90'}
{'date': '2017-12-29 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '62.90'}
{'date': '2017-12-29 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '63.00'}
{'date': '2017-12-29 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '62.80'}
{'date': '2017-12-29 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.10', 'humidity': '63.10'}
{'date': '2017-12-29 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '58.70'}
{'date': '2017-12-29 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '57.60'}
{'date': '2017-12-29 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '57.60'}
{'date': '2017-12-29 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '54.50'}
{'date': '2017-12-29 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.90', 'humidity': '52.30'}
{'date': '2017-12-29 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.90', 'humidity': '52.30'}
{'date': '2017-12-29 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.60', 'humidity': '51.00'}
{'date': '2017-12-29 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.50', 'humidity': '51.90'}
{'date': '2017-12-29 18:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.50', 'humidity': '51.90'}
{'date': '2017-12-29 18:30', 'home': '', 'ch2o': 0.009, 'temperature': '15.40', 'humidity': '53.40'}
{'date': '2017-12-29 19:00', 'home': '', 'ch2o': 0.0113, 'temperature': '15.50', 'humidity': '62.30'}
{'date': '2017-12-29 19:30', 'home': '', 'ch2o': 0.0076, 'temperature': '15.60', 'humidity': '60.50'}
{'date': '2017-12-29 20:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.60', 'humidity': '56.20'}
{'date': '2017-12-29 20:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.50', 'humidity': '56.10'}
{'date': '2017-12-29 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.50', 'humidity': '55.10'}
{'date': '2017-12-29 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.30', 'humidity': '54.10'}
{'date': '2017-12-29 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '50.70'}
{'date': '2017-12-29 22:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.90', 'humidity': '51.30'}
{'date': '2017-12-29 23:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '51.20'}
{'date': '2017-12-29 23:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '50.90'}
{'date': '2017-12-30 00:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '50.10'}
{'date': '2017-12-30 00:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '50.50'}
{'date': '2017-12-30 01:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '50.40'}
{'date': '2017-12-30 01:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '49.10'}
{'date': '2017-12-30 02:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '49.10'}
{'date': '2017-12-30 02:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '48.90'}
{'date': '2017-12-30 03:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '49.40'}
{'date': '2017-12-30 03:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '51.00'}
{'date': '2017-12-30 04:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '51.00'}
{'date': '2017-12-30 04:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '50.70'}
{'date': '2017-12-30 05:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '52.20'}
{'date': '2017-12-30 05:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '54.40'}
{'date': '2017-12-30 06:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '53.60'}
{'date': '2017-12-30 06:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '52.50'}
{'date': '2017-12-30 07:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '51.60'}
{'date': '2017-12-30 07:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '54.00'}
{'date': '2017-12-30 08:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '52.60'}
{'date': '2017-12-30 08:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.90', 'humidity': '65.30'}
{'date': '2017-12-30 09:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.90', 'humidity': '65.20'}
{'date': '2017-12-30 09:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.10', 'humidity': '61.60'}
{'date': '2017-12-30 10:00', 'home': '', 'ch2o': 0.0394, 'temperature': '15.20', 'humidity': '60.50'}
{'date': '2017-12-30 10:30', 'home': '', 'ch2o': 0.0169, 'temperature': '15.20', 'humidity': '60.40'}
{'date': '2017-12-30 11:00', 'home': '', 'ch2o': 0.0104, 'temperature': '15.50', 'humidity': '66.60'}
{'date': '2017-12-30 11:30', 'home': '', 'ch2o': 0.01, 'temperature': '15.70', 'humidity': '61.10'}
{'date': '2017-12-30 12:00', 'home': '', 'ch2o': 0.0062, 'temperature': '15.70', 'humidity': '58.40'}
{'date': '2017-12-30 12:30', 'home': '', 'ch2o': 0.0031, 'temperature': '15.70', 'humidity': '56.50'}
{'date': '2017-12-30 13:00', 'home': '', 'ch2o': 0.0073, 'temperature': '15.60', 'humidity': '55.30'}
{'date': '2017-12-30 13:30', 'home': '', 'ch2o': 0.0017, 'temperature': '15.60', 'humidity': '54.10'}
{'date': '2017-12-30 14:00', 'home': '', 'ch2o': 0.0017, 'temperature': '15.60', 'humidity': '52.80'}
{'date': '2017-12-30 14:30', 'home': '', 'ch2o': 0.0031, 'temperature': '15.70', 'humidity': '52.10'}
{'date': '2017-12-30 15:00', 'home': '', 'ch2o': 0.0037, 'temperature': '15.60', 'humidity': '52.10'}
{'date': '2017-12-30 15:30', 'home': '', 'ch2o': 0.0025, 'temperature': '15.70', 'humidity': '52.10'}
{'date': '2017-12-30 16:00', 'home': '', 'ch2o': 0.0021, 'temperature': '15.70', 'humidity': '52.10'}
{'date': '2017-12-30 16:30', 'home': '', 'ch2o': 0.0014, 'temperature': '15.70', 'humidity': '51.50'}
{'date': '2017-12-30 17:00', 'home': '', 'ch2o': 0.0003, 'temperature': '15.70', 'humidity': '51.50'}
{'date': '2017-12-30 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.70', 'humidity': '50.80'}
{'date': '2017-12-30 18:00', 'home': '', 'ch2o': 0.004, 'temperature': '15.80', 'humidity': '48.10'}
{'date': '2017-12-30 18:30', 'home': '', 'ch2o': 0.0104, 'temperature': '15.70', 'humidity': '51.30'}
{'date': '2017-12-30 19:00', 'home': '', 'ch2o': 0.003, 'temperature': '16.00', 'humidity': '60.70'}
{'date': '2017-12-30 19:30', 'home': '', 'ch2o': 0.0124, 'temperature': '16.70', 'humidity': '61.80'}
{'date': '2017-12-30 20:00', 'home': '', 'ch2o': 0.0101, 'temperature': '16.70', 'humidity': '61.90'}
{'date': '2017-12-30 20:30', 'home': '', 'ch2o': 0.0026, 'temperature': '16.60', 'humidity': '47.00'}
{'date': '2017-12-30 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '16.60', 'humidity': '46.90'}
{'date': '2017-12-30 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.60', 'humidity': '36.60'}
{'date': '2017-12-30 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.40', 'humidity': '35.90'}
{'date': '2017-12-30 22:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.40', 'humidity': '36.00'}
{'date': '2017-12-30 23:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.30', 'humidity': '35.40'}
{'date': '2017-12-30 23:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '35.20'}
{'date': '2017-12-31 00:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '34.60'}
{'date': '2017-12-31 00:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '33.10'}
{'date': '2017-12-31 01:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '30.50'}
{'date': '2017-12-31 01:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '30.50'}
{'date': '2017-12-31 02:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '29.80'}
{'date': '2017-12-31 02:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '29.10'}
{'date': '2017-12-31 03:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '29.20'}
{'date': '2017-12-31 03:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '28.90'}
{'date': '2017-12-31 04:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.10', 'humidity': '28.90'}
{'date': '2017-12-31 04:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.00', 'humidity': '29.40'}
{'date': '2017-12-31 05:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.90', 'humidity': '28.70'}
{'date': '2017-12-31 05:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '27.20'}
{'date': '2017-12-31 06:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '27.10'}
{'date': '2017-12-31 06:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '26.70'}
{'date': '2017-12-31 07:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.70', 'humidity': '29.60'}
{'date': '2017-12-31 07:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '27.80'}
{'date': '2017-12-31 08:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '28.00'}
{'date': '2017-12-31 08:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.20', 'humidity': '26.30'}
{'date': '2017-12-31 09:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.20', 'humidity': '26.40'}
{'date': '2017-12-31 09:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.30', 'humidity': '25.80'}
{'date': '2017-12-31 10:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '25.20'}
{'date': '2017-12-31 10:30', 'home': '', 'ch2o': 0.0014, 'temperature': '13.20', 'humidity': '26.10'}
{'date': '2017-12-31 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.10', 'humidity': '26.10'}
{'date': '2017-12-31 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.00', 'humidity': '26.00'}
{'date': '2017-12-31 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.00', 'humidity': '26.40'}
{'date': '2017-12-31 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.00', 'humidity': '26.00'}
{'date': '2017-12-31 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.10', 'humidity': '25.40'}
{'date': '2017-12-31 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.00', 'humidity': '25.30'}
{'date': '2017-12-31 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.30', 'humidity': '25.90'}
{'date': '2017-12-31 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.60', 'humidity': '27.20'}
{'date': '2017-12-31 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.70', 'humidity': '27.00'}
{'date': '2017-12-31 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '26.90'}
{'date': '2017-12-31 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '26.90'}
{'date': '2017-12-31 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '26.00'}
{'date': '2017-12-31 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '26.60'}
{'date': '2017-12-31 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.00', 'humidity': '31.10'}
{'date': '2017-12-31 18:00', 'home': '', 'ch2o': 0.0036, 'temperature': '14.10', 'humidity': '34.30'}
{'date': '2017-12-31 18:30', 'home': '', 'ch2o': 0.0055, 'temperature': '14.10', 'humidity': '34.30'}
{'date': '2017-12-31 19:00', 'home': '', 'ch2o': 0.02, 'temperature': '14.40', 'humidity': '37.00'}
{'date': '2017-12-31 19:30', 'home': '', 'ch2o': 0.0244, 'temperature': '15.10', 'humidity': '37.60'}
{'date': '2017-12-31 20:00', 'home': '', 'ch2o': 0.0139, 'temperature': '15.10', 'humidity': '37.60'}
{'date': '2017-12-31 20:30', 'home': '', 'ch2o': 0.0109, 'temperature': '15.90', 'humidity': '31.10'}
{'date': '2017-12-31 21:00', 'home': '', 'ch2o': 0.0088, 'temperature': '15.90', 'humidity': '34.00'}
{'date': '2017-12-31 21:30', 'home': '', 'ch2o': 0.0096, 'temperature': '15.90', 'humidity': '30.00'}
{'date': '2017-12-31 22:00', 'home': '', 'ch2o': 0.0119, 'temperature': '15.90', 'humidity': '30.00'}
{'date': '2017-12-31 22:30', 'home': '', 'ch2o': 0.0045, 'temperature': '16.00', 'humidity': '35.80'}
{'date': '2017-12-31 23:00', 'home': '', 'ch2o': 0.0069, 'temperature': '15.70', 'humidity': '39.30'}
{'date': '2017-12-31 23:30', 'home': '', 'ch2o': 0.0063, 'temperature': '15.40', 'humidity': '38.30'}
{'date': '2018-01-01 00:00', 'home': '', 'ch2o': 0.0054, 'temperature': '15.40', 'humidity': '38.30'}
{'date': '2018-01-01 00:30', 'home': '', 'ch2o': 0.0059, 'temperature': '15.30', 'humidity': '37.60'}
{'date': '2018-01-01 01:00', 'home': '', 'ch2o': 0.0059, 'temperature': '15.20', 'humidity': '37.10'}
{'date': '2018-01-01 01:30', 'home': '', 'ch2o': 0.0045, 'temperature': '15.20', 'humidity': '36.60'}
{'date': '2018-01-01 02:00', 'home': '', 'ch2o': 0.0042, 'temperature': '15.10', 'humidity': '36.50'}
{'date': '2018-01-01 02:30', 'home': '', 'ch2o': 0.0045, 'temperature': '15.00', 'humidity': '36.20'}
{'date': '2018-01-01 03:00', 'home': '', 'ch2o': 0.0032, 'temperature': '15.00', 'humidity': '35.40'}
{'date': '2018-01-01 03:30', 'home': '', 'ch2o': 0.0052, 'temperature': '15.00', 'humidity': '35.30'}
{'date': '2018-01-01 04:00', 'home': '', 'ch2o': 0.0059, 'temperature': '14.90', 'humidity': '34.70'}
{'date': '2018-01-01 04:30', 'home': '', 'ch2o': 0.0036, 'temperature': '14.80', 'humidity': '32.80'}
{'date': '2018-01-01 05:00', 'home': '', 'ch2o': 0.0031, 'temperature': '14.90', 'humidity': '32.90'}
{'date': '2018-01-01 05:30', 'home': '', 'ch2o': 0.005, 'temperature': '14.80', 'humidity': '31.20'}
{'date': '2018-01-01 06:00', 'home': '', 'ch2o': 0.0016, 'temperature': '14.80', 'humidity': '30.00'}
{'date': '2018-01-01 06:30', 'home': '', 'ch2o': 0.0045, 'temperature': '14.70', 'humidity': '35.90'}
{'date': '2018-01-01 07:00', 'home': '', 'ch2o': 0.0039, 'temperature': '14.80', 'humidity': '36.00'}
{'date': '2018-01-01 07:30', 'home': '', 'ch2o': 0.0025, 'temperature': '14.80', 'humidity': '34.10'}
{'date': '2018-01-01 08:00', 'home': '', 'ch2o': 0.0024, 'temperature': '14.70', 'humidity': '33.80'}
{'date': '2018-01-01 08:30', 'home': '', 'ch2o': 0.0035, 'temperature': '14.70', 'humidity': '33.70'}
{'date': '2018-01-01 09:00', 'home': '', 'ch2o': 0.0058, 'temperature': '14.70', 'humidity': '34.20'}
{'date': '2018-01-01 09:30', 'home': '', 'ch2o': 0.0167, 'temperature': '14.80', 'humidity': '33.50'}
{'date': '2018-01-01 10:00', 'home': '', 'ch2o': 0.0092, 'temperature': '15.50', 'humidity': '26.00'}
{'date': '2018-01-01 10:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.50', 'humidity': '26.00'}
{'date': '2018-01-01 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.10', 'humidity': '19.40'}
{'date': '2018-01-01 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.10', 'humidity': '19.50'}
{'date': '2018-01-01 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '12.10'}
{'date': '2018-01-01 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '12.20'}
{'date': '2018-01-01 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '13.10'}
{'date': '2018-01-01 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '11.70'}
{'date': '2018-01-01 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '11.70'}
{'date': '2018-01-01 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '12.00'}
{'date': '2018-01-01 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '11.50'}
{'date': '2018-01-01 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '11.50'}
{'date': '2018-01-01 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '13.20'}
{'date': '2018-01-01 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.10', 'humidity': '16.80'}
{'date': '2018-01-01 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '19.10'}
{'date': '2018-01-01 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.10', 'humidity': '16.70'}
{'date': '2018-01-01 18:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '21.90'}
{'date': '2018-01-01 18:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '24.00'}
{'date': '2018-01-01 19:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '24.00'}
{'date': '2018-01-01 19:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '21.40'}
{'date': '2018-01-01 20:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '21.50'}
{'date': '2018-01-01 20:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '24.90'}
{'date': '2018-01-01 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '24.90'}
{'date': '2018-01-01 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.00', 'humidity': '23.70'}
{'date': '2018-01-01 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '24.50'}
{'date': '2018-01-01 22:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.60', 'humidity': '26.40'}
{'date': '2018-01-01 23:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.10', 'humidity': '27.30'}
{'date': '2018-01-01 23:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.10', 'humidity': '27.20'}
{'date': '2018-01-02 00:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '27.00'}
{'date': '2018-01-02 00:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '27.00'}
{'date': '2018-01-02 01:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '30.40'}
{'date': '2018-01-02 01:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '30.10'}
{'date': '2018-01-02 02:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '30.80'}
{'date': '2018-01-02 02:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '31.40'}
{'date': '2018-01-02 03:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '31.80'}
{'date': '2018-01-02 03:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '32.50'}
{'date': '2018-01-02 04:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '32.80'}
{'date': '2018-01-02 04:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '33.20'}
{'date': '2018-01-02 05:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '33.70'}
{'date': '2018-01-02 05:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '34.30'}
{'date': '2018-01-02 06:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '34.50'}
{'date': '2018-01-02 06:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '34.00'}
{'date': '2018-01-02 07:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '34.30'}
{'date': '2018-01-02 07:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '35.90'}
{'date': '2018-01-02 08:00', 'home': '', 'ch2o': 0.007, 'temperature': '14.80', 'humidity': '43.20'}
{'date': '2018-01-02 08:30', 'home': '', 'ch2o': 0.0035, 'temperature': '14.90', 'humidity': '43.60'}
{'date': '2018-01-02 09:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '40.90'}
{'date': '2018-01-02 09:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.90', 'humidity': '39.00'}
{'date': '2018-01-02 10:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.90', 'humidity': '38.20'}
